1	0.11293011945154932
2	0.08570126030180189
3	0.07878234775529967
4	0.04279818427231577
5	0.051933677246173225
6	0.03650171123445034
7	0.036437563287715115
8	0.024231970827612612
9	0.02961882400429911
10	0.024744664681040578
11	0.018855729036860995
12	0.019776823309560616
13	0.022839971404108737
14	0.015759409094850223
15	0.017365630612605147
16	0.018585621638016567
17	0.014353296564271053
18	0.012074883199400373
19	0.021895860321819782
20	0.016581554172767535
21	0.013391823145664401
22	0.011825735059877237
23	0.01262498483993113
24	0.013360116863623261
25	0.014011897146701813
26	0.01652667335131102
27	0.014008905635111861
28	0.011197226898123821
29	0.01491131235121025
30	0.014353166230850749
31	0.01285595472695099
32	0.012915494334366586
33	0.01164280173058311
34	0.009987069035155905
35	0.008727841829467151
36	0.013613877352327108
37	0.009399516870164208
38	0.00915464112121198
39	0.012957110949274566
40	0.013600498696582185
41	0.0133278406639066
42	0.01467629320298632
43	0.016720360558893945
44	0.01219940459769633
45	0.012386106523788638
46	0.012327945040952828
47	0.009481999945516387
48	0.011973394287957085
49	0.014271304270045625
50	0.009734420519736078
